Unnamed: 0,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
646,Collingwood,12/120 Cambridge St,2,u,1645000,S,Nelson,28-05-2016,1.6,3066,4,1,3,0,2,1890,Yarra,-37.8046,144.9858,Northern Metropolitan,4553
648,Collingwood,29/78 Oxford St,2,u,860000,PI,Jellis,30-07-2016,1.6,3066,2,2,1,0,114,1920,Yarra,-37.8035,144.985,Northern Metropolitan,4553
649,Fairfield,150 Gillies St,3,h,1250000,VB,Jellis,03-09-2016,5.8,3078,3,2,0,327,144,1910,Darebin,-37.7723,145.0179,Northern Metropolitan,2970
650,Fairfield,7 Rathmines St,3,h,1350000,PI,McGrath,03-12-2016,5.8,3078,3,1,2,309,110,2000,Darebin,-37.7828,145.0154,Northern Metropolitan,2970
654,Fairfield,229 Rathmines St,2,h,1220000,S,Jellis,07-05-2016,5.8,3078,2,1,2,537,92,1950,Darebin,-37.7689,145.0177,Northern Metropolitan,2970
655,Fairfield,197 Station St,4,h,1160000,PI,Nelson,07-05-2016,5.8,3078,4,2,1,381,145,1890,Darebin,-37.7735,145.0192,Northern Metropolitan,2970
656,Fairfield,2/115 Gillies St,2,u,505000,PI,Nelson,07-11-2016,5.8,3078,2,1,1,0,70,1970,Darebin,-37.7755,145.0178,Northern Metropolitan,2970
657,Fairfield,20/262 Heidelberg Rd,2,u,602000,S,Jellis,07-11-2016,5.8,3078,2,1,1,0,77,2013,Yarra,-37.7845,145.0105,Northern Metropolitan,2970
658,Fairfield,3/260 Rathmines St,3,t,846000,SP,Love,08-10-2016,5.8,3078,3,1,1,185,107,1990,Darebin,-37.7665,145.0175,Northern Metropolitan,2970
659,Fairfield,7/223 Station St,2,u,400000,VB,Nelson,10-09-2016,5.8,3078,2,1,1,0,68,1970,Darebin,-37.7719,145.0195,Northern Metropolitan,2970
661,Fairfield,7/59 Rathmines St,2,u,445000,S,Nelson,10-12-2016,5.8,3078,2,1,1,0,56,1970,Darebin,-37.7782,145.0162,Northern Metropolitan,2970
663,Fairfield,88 Perry St,4,h,1730000,S,Jellis,15-10-2016,5.8,3078,4,2,2,490,226,2007,Darebin,-37.7749,145.0242,Northern Metropolitan,2970
667,Fairfield,1/72 Rathmines St,2,u,510000,S,hockingstuart,18-03-2017,5.8,3078,2,1,1,1658,68,1970,Darebin,-37.7781,145.0157,Northern Metropolitan,2970
671,Fairfield,52 Rayment St,3,h,1350000,VB,Nelson,19-11-2016,5.8,3078,3,1,4,553,109,1930,Darebin,-37.7728,145.0214,Northern Metropolitan,2970
672,Fairfield,254 Rathmines St,4,h,2000000,VB,Nelson,22-05-2016,5.8,3078,4,3,2,575,280,2015,Darebin,-37.7671,145.0176,Northern Metropolitan,2970
675,Fairfield,4/224 Arthur St,2,t,805000,S,McGrath,24-09-2016,5.8,3078,2,1,1,140,2,2008,Darebin,-37.7697,145.0203,Northern Metropolitan,2970
676,Fairfield,225 Gillies St,3,h,1055000,S,Collins,27-06-2016,5.8,3078,3,1,2,382,140,1950,Darebin,-37.7696,145.0188,Northern Metropolitan,2970
677,Fairfield,15/262 Heidelberg Rd,2,u,548000,SP,Nelson,27-06-2016,5.8,3078,2,1,1,0,68,2014,Yarra,-37.7845,145.0105,Northern Metropolitan,2970
678,Fairfield,189 Rathmines St,3,h,1500000,S,McGrath,27-11-2016,5.8,3078,3,1,1,0,126,1910,Darebin,-37.7714,145.0173,Northern Metropolitan,2970
679,Fairfield,1/203 Station St,2,u,600000,VB,Jellis,27-11-2016,5.8,3078,2,1,2,0,75,1970,Darebin,-37.7732,145.0193,Northern Metropolitan,2970
682,Fairfield,1/240 Arthur St,2,u,545000,SP,McGrath,28-08-2016,5.8,3078,2,1,1,0,77,2002,Darebin,-37.7682,145.0209,Northern Metropolitan,2970
684,Fairfield,147 Gillies St,3,h,1375000,S,McGrath,28-08-2016,5.8,3078,3,1,1,496,122,1910,Darebin,-37.7737,145.018,Northern Metropolitan,2970
686,Fitzroy,3/18 Hanover St,3,h,1252000,S,Nelson,03-09-2016,1.6,3065,3,2,2,0,137,2004,Yarra,-37.8029,144.975,Northern Metropolitan,5825
687,Fitzroy,4/113 Cecil St,2,u,810000,S,Jellis,06-08-2016,1.6,3065,2,1,2,0,71,1965,Yarra,-37.7941,144.9802,Northern Metropolitan,5825
690,Fitzroy,199 Moor St,1,h,947500,S,Nelson,07-11-2016,1.6,3065,1,1,0,87,66,1980,Yarra,-37.8019,144.9821,Northern Metropolitan,5825
691,Fitzroy,291 George St,2,h,1460000,PI,Nelson,12-11-2016,1.6,3065,2,1,0,0,105,1890,Yarra,-37.8006,144.9814,Northern Metropolitan,5825
693,Fitzroy,7/56 Leicester St,2,t,880000,S,Nelson,13-08-2016,1.6,3065,2,2,2,0,105,2000,Yarra,-37.7953,144.9775,Northern Metropolitan,5825
694,Fitzroy,52 Nicholson St,4,h,3310000,S,Caine,13-08-2016,1.6,3065,4,4,2,337,291,1854,Yarra,-37.8052,144.9739,Northern Metropolitan,5825
698,Fitzroy,431 George St,3,h,1250000,PI,Nelson,17-09-2016,1.6,3065,3,1,1,113,105,1890,Yarra,-37.7966,144.9821,Northern Metropolitan,5825
701,Fitzroy,31 Bell St,4,h,1950000,S,Nelson,18-06-2016,1.6,3065,4,1,0,177,152,1890,Yarra,-37.7999,144.9759,Northern Metropolitan,5825
705,Fitzroy,113/300 Young St,1,u,465000,SP,Jellis,19-11-2016,1.6,3065,1,1,1,0,52,2011,Yarra,-37.7974,144.9799,Northern Metropolitan,5825
706,Fitzroy,60 Bell St,4,h,1620000,S,Nelson,22-05-2016,1.6,3065,3,2,1,132,165,1880,Yarra,-37.8004,144.9768,Northern Metropolitan,5825
708,Fitzroy,10/5 St David St,3,u,850000,VB,Nelson,22-05-2016,1.6,3065,3,2,1,2782,115,2000,Yarra,-37.8005,144.9787,Northern Metropolitan,5825
710,Fitzroy,84 Kerr St,2,h,1122000,S,Nelson,22-08-2016,1.6,3065,2,1,0,106,101,1890,Yarra,-37.7968,144.9781,Northern Metropolitan,5825
712,Fitzroy,107 Cecil St,2,h,1300000,S,Nelson,24-09-2016,1.6,3065,2,1,1,157,110,1900,Yarra,-37.7941,144.98,Northern Metropolitan,5825
714,Fitzroy,8/98 George St,1,u,420000,S,Caine,25-02-2017,1.6,3065,1,1,1,782,42,1975,Yarra,-37.8055,144.9809,Northern Metropolitan,5825
715,Fitzroy,101/416 Gore St,2,u,715000,S,Nelson,26-07-2016,1.6,3065,2,1,1,0,74,1900,Yarra,-37.7967,144.9836,Northern Metropolitan,5825
717,Fitzroy,116 Leicester St,2,h,800000,VB,Harrington,27-06-2016,1.6,3065,2,2,1,64,138,1995,Yarra,-37.7956,144.9804,Northern Metropolitan,5825
718,Fitzroy,9/56 Leicester St,2,t,710000,S,Jellis,27-06-2016,1.6,3065,2,1,1,0,90,2002,Yarra,-37.7953,144.9775,Northern Metropolitan,5825
719,Fitzroy,6/226 Moor St,2,u,630000,VB,hockingstuart,27-06-2016,1.6,3065,2,1,1,0,70,2007,Yarra,-37.8024,144.9835,Northern Metropolitan,5825
720,Fitzroy,17 Bell St,4,h,4011000,S,Nelson,27-11-2016,1.6,3065,4,3,2,286,275,1890,Yarra,-37.7999,144.9755,Northern Metropolitan,5825
722,Fitzroy North,233/4 Bik La,2,u,700000,SP,Woodards,03-09-2016,3.5,3068,2,2,1,4332,85,2010,Yarra,-37.7846,144.9785,Northern Metropolitan,6244
723,Fitzroy North,470 Brunswick St,2,h,860000,S,Woodards,03-09-2016,3.5,3068,2,1,0,104,70,1880,Yarra,-37.7927,144.9796,Northern Metropolitan,6244
724,Fitzroy North,50 Freeman St,2,h,870000,S,Nelson,03-09-2016,3.5,3068,2,1,0,107,64,1910,Yarra,-37.7898,144.9794,Northern Metropolitan,6244
726,Fitzroy North,2 Pilkington St,4,h,1450000,VB,Nelson,03-09-2016,3.5,3068,4,2,1,266,175,1950,Yarra,-37.7797,144.9861,Northern Metropolitan,6244
731,Fitzroy North,7/14 Rae St,1,u,358500,SP,Jellis,04-03-2017,3.5,3068,1,1,1,0,40,1975,Yarra,-37.7925,144.9786,Northern Metropolitan,6244
733,Fitzroy North,51 Rae St,2,h,770000,SA,Nicholson,04-06-2016,3.5,3068,2,2,1,134,151,1905,Yarra,-37.7916,144.9784,Northern Metropolitan,6244
734,Fitzroy North,92 Scotchmer St,2,h,1008000,S,LITTLE,06-08-2016,3.5,3068,2,1,1,150,77,1890,Yarra,-37.7833,144.9819,Northern Metropolitan,6244
735,Fitzroy North,5/35 Jamieson St,3,t,1015000,S,Collins,08-10-2016,3.5,3068,3,2,1,112,145,2000,Yarra,-37.7912,144.9825,Northern Metropolitan,6244
736,Fitzroy North,780 Brunswick St,3,h,1371000,S,Nelson,10-09-2016,3.5,3068,2,1,1,197,128,1900,Yarra,-37.7835,144.9816,Northern Metropolitan,6244
740,Fitzroy North,201A Clauscen St,3,h,1286000,S,Holland,10-12-2016,3.5,3068,3,1,0,275,116,1915,Yarra,-37.7779,144.9862,Northern Metropolitan,6244
743,Fitzroy North,26 Scotchmer St,3,t,1600000,VB,Jellis,10-12-2016,3.5,3068,3,3,1,188,129,2000,Yarra,-37.7829,144.9788,Northern Metropolitan,6244
747,Fitzroy North,74 Barkly St,4,h,1950000,S,Nelson,14-05-2016,3.5,3068,4,2,2,233,216,1890,Yarra,-37.7786,144.9818,Northern Metropolitan,6244
748,Fitzroy North,79 Delbridge St,4,h,3400000,S,Nelson,14-05-2016,3.5,3068,3,2,1,445,175,1890,Yarra,-37.786,144.9864,Northern Metropolitan,6244
749,Fitzroy North,70 Park St,4,h,1785000,S,Nelson,14-05-2016,3.5,3068,4,2,1,188,165,1900,Yarra,-37.7815,144.9869,Northern Metropolitan,6244
751,Fitzroy North,2 Scotchmer St,2,h,1210000,S,Nelson,15-10-2016,3.5,3068,2,1,1,223,118,1885,Yarra,-37.7829,144.9782,Northern Metropolitan,6244
752,Fitzroy North,111 Best St,3,h,1275000,SP,Nelson,16-04-2016,3.5,3068,3,2,1,104,110,1890,Yarra,-37.7813,144.9834,Northern Metropolitan,6244
756,Fitzroy North,35 Birkenhead St,2,h,1290000,S,Chambers,18-03-2017,3.5,3068,2,1,0,136,92,1890,Yarra,-37.7819,144.9824,Northern Metropolitan,6244
757,Fitzroy North,8/3 Miller St,2,t,750000,S,Woodards,18-03-2017,3.5,3068,2,2,2,0,95,2002,Yarra,-37.7761,144.9792,Northern Metropolitan,6244
759,Fitzroy North,23/86 Queens Pde,2,u,675000,SP,Nelson,18-03-2017,3.5,3068,2,1,2,0,92,2010,Yarra,-37.7918,144.9824,Northern Metropolitan,6244
760,Fitzroy North,44 Reid St,4,t,1700000,VB,Jellis,18-03-2017,3.5,3068,4,3,2,127,209,2008,Yarra,-37.7855,144.9789,Northern Metropolitan,6244
763,Fitzroy North,3 Curtain Pl,3,t,1080000,S,Jellis,19-11-2016,3.5,3068,3,2,1,77,133,2016,Yarra,-37.7923,144.9776,Northern Metropolitan,6244
765,Fitzroy North,273 Glenlyon Rd,2,h,1222500,S,Chambers,19-11-2016,3.5,3068,2,1,2,487,105,1940,Moreland,-37.7737,144.9822,Northern Metropolitan,6244
770,Fitzroy North,181 Rae St,2,h,937500,S,Jellis,23-04-2016,3.5,3068,2,1,0,100,72,1890,Yarra,-37.788,144.9791,Northern Metropolitan,6244
773,Fitzroy North,191 Scotchmer St,3,h,1300000,VB,Nelson,26-07-2016,3.5,3068,3,1,1,203,110,1890,Yarra,-37.7834,144.9862,Northern Metropolitan,6244
776,Fitzroy North,717 Brunswick St,3,h,1300000,S,Collins,27-11-2016,3.5,3068,3,2,0,127,135,1890,Yarra,-37.7851,144.9809,Northern Metropolitan,6244
778,Fitzroy North,205 Scotchmer St,3,h,2150000,S,Nelson,27-11-2016,3.5,3068,3,2,0,202,307,1898,Yarra,-37.7835,144.9867,Northern Metropolitan,6244
781,Fitzroy North,168 Scotchmer St,3,h,1581000,S,Jellis,28-05-2016,3.5,3068,3,1,0,193,132,1910,Yarra,-37.7836,144.985,Northern Metropolitan,6244
782,Fitzroy North,12/262 Barkly St,2,u,602000,S,Nelson,28-08-2016,3.5,3068,2,1,1,0,48,1980,Yarra,-37.7794,144.989,Northern Metropolitan,6244
783,Fitzroy North,5/118 Miller St,2,h,650000,PI,Nelson,28-08-2016,3.5,3068,2,1,1,0,75,1980,Yarra,-37.777,144.9838,Northern Metropolitan,6244
785,Fitzroy North,55 Seacombe St,3,h,1450000,S,Nelson,28-08-2016,3.5,3068,3,2,1,118,103,1905,Yarra,-37.7839,144.9807,Northern Metropolitan,6244
788,Flemington,3/39 Dover St,2,u,365000,PI,Rendina,03-12-2016,4.4,3031,2,1,1,0,60,1970,Moonee Valley,-37.7833,144.9255,Northern Metropolitan,3593
791,Flemington,8/39 Dover St,2,u,425000,SP,Hodges,04-03-2017,4.4,3031,2,1,1,0,63,1970,Moonee Valley,-37.7833,144.9255,Northern Metropolitan,3593
795,Flemington,1/15 Dartford St,2,u,391000,S,Nelson,08-10-2016,4.4,3031,2,1,1,0,59,1970,Moonee Valley,-37.7825,144.9239,Northern Metropolitan,3593
797,Flemington,11 Finsbury St,3,h,1130000,S,Nelson,08-10-2016,4.4,3031,3,1,0,294,140,1900,Moonee Valley,-37.7856,144.9292,Northern Metropolitan,3593
798,Flemington,43 Finsbury St,3,h,1110000,PI,Nelson,08-10-2016,4.4,3031,3,1,1,272,131,1885,Moonee Valley,-37.7857,144.931,Northern Metropolitan,3593
800,Flemington,107 Shields St,2,h,918000,S,Nelson,10-09-2016,4.4,3031,2,1,0,136,78,1900,Moonee Valley,-37.7839,144.9343,Northern Metropolitan,3593
801,Flemington,59 Victoria St,2,h,730000,SP,Nelson,10-09-2016,4.4,3031,2,1,1,140,98,1890,Moonee Valley,-37.7867,144.9342,Northern Metropolitan,3593
803,Flemington,21 Wisewould St,2,h,855000,SP,Nelson,10-12-2016,4.4,3031,2,1,0,225,85,1930,Moonee Valley,-37.7849,144.9197,Northern Metropolitan,3593
807,Flemington,61 Canterbury St,3,h,1012000,S,Australian,13-08-2016,4.4,3031,3,1,1,212,102,1930,Moonee Valley,-37.7818,144.9247,Northern Metropolitan,3593
812,Flemington,3/39 Dover St,2,u,395000,PI,Rendina,15-10-2016,4.4,3031,2,1,1,0,60,1970,Moonee Valley,-37.7833,144.9255,Northern Metropolitan,3593
816,Flemington,12/132 Princes St,2,u,556000,S,Woodards,16-07-2016,4.4,3031,2,2,1,0,79,2009,Moonee Valley,-37.784,144.9356,Northern Metropolitan,3593
818,Flemington,5/60 Farnham St,1,u,345000,SP,Nelson,18-06-2016,4.4,3031,1,1,1,0,46,1970,Moonee Valley,-37.7826,144.9311,Northern Metropolitan,3593
819,Flemington,29 Finsbury St,3,h,1100000,VB,Nelson,18-06-2016,4.4,3031,3,2,0,179,150,1900,Moonee Valley,-37.7857,144.9305,Northern Metropolitan,3593
823,Flemington,8/300 Racecourse Rd,1,u,395000,SP,Nelson,25-02-2017,4.4,3031,1,1,1,818,50,1880,Moonee Valley,-37.788,144.9306,Northern Metropolitan,3593
826,Flemington,4 Farnham St,3,h,1115000,S,Nelson,27-11-2016,4.4,3031,3,1,1,244,84,1940,Moonee Valley,-37.7823,144.9278,Northern Metropolitan,3593
827,Flemington,5/121 Wellington St,2,u,420500,S,Jellis,28-05-2016,4.4,3031,2,1,1,0,52,1970,Moonee Valley,-37.783,144.932,Northern Metropolitan,3593
829,Glenroy,89 John St,3,h,610000,S,Ray,03-09-2016,13,3046,3,1,2,696,118,1960,Moreland,-37.6972,144.9431,Northern Metropolitan,8870
834,Glenroy,55 Daley St,3,h,610000,S,Walshe,03-12-2016,13,3046,3,1,3,640,144,1960,Moreland,-37.6979,144.9335,Northern Metropolitan,8870
838,Glenroy,39 Morley St,3,h,806500,S,Barry,03-12-2016,13,3046,3,1,2,766,127,1965,Moreland,-37.6988,144.9372,Northern Metropolitan,8870
844,Glenroy,2 Roy St,4,h,550000,VB,Peter,04-03-2017,13,3046,4,2,1,683,138,2017,Moreland,-37.6964,144.9314,Northern Metropolitan,8870
845,Glenroy,42 Sadie St,3,h,822000,S,Stockdale,04-03-2017,13,3046,3,1,4,700,105,1950,Moreland,-37.6988,144.9438,Northern Metropolitan,8870
846,Glenroy,15 Stanley St,3,h,980000,SP,Brad,04-03-2017,13,3046,3,2,3,1029,136,1950,Moreland,-37.7115,144.9147,Northern Metropolitan,8870
851,Glenroy,3/27 Harold St,2,u,430000,PI,Jason,06-08-2016,13,3046,2,1,1,164,100,2010,Moreland,-37.7072,144.9252,Northern Metropolitan,8870
854,Glenroy,1c Barwon St,2,h,540000,VB,Nelson,07-05-2016,13,3046,2,1,1,164,114,2010,Moreland,-37.7082,144.9178,Northern Metropolitan,8870
860,Glenroy,1 Gordon Ct,3,h,737000,S,Stockdale,08-10-2016,13,3046,3,1,4,640,97,1950,Moreland,-37.6986,144.9243,Northern Metropolitan,8870
863,Glenroy,24a Morell St,3,h,460000,SP,Raine,08-10-2016,13,3046,3,2,2,224,3,1950,Moreland,-37.702,144.9507,Northern Metropolitan,8870
870,Glenroy,3/28 Stanley St,3,t,545000,S,Barry,10-09-2016,13,3046,3,2,1,136,130,2014,Moreland,-37.7112,144.9142,Northern Metropolitan,8870
872,Glenroy,30 Bourchier St,3,h,670000,PI,Brad,10-12-2016,13,3046,3,1,4,734,140,1960,Moreland,-37.7007,144.9378,Northern Metropolitan,8870
874,Glenroy,6 Dromana St,4,h,702000,S,Eview,10-12-2016,13,3046,4,1,4,606,124,1956,Moreland,-37.7104,144.9088,Northern Metropolitan,8870
875,Glenroy,137 Glenroy Rd,2,h,730000,S,Barry,10-12-2016,13,3046,2,1,1,705,115,1950,Moreland,-37.706,144.9245,Northern Metropolitan,8870
879,Glenroy,24 Trevannion St,3,h,711500,S,Stockdale,10-12-2016,13,3046,3,1,3,667,81,1950,Moreland,-37.7005,144.9185,Northern Metropolitan,8870
881,Glenroy,45 Cosmos St,5,h,810000,S,Stockdale,11-03-2017,13,3046,5,4,4,695,176,1950,Moreland,-37.7028,144.9377,Northern Metropolitan,8870
884,Glenroy,9/11 Currajong St,2,u,250000,SP,Barry,12-11-2016,13,3046,2,1,1,0,61,1970,Moreland,-37.711,144.9178,Northern Metropolitan,8870
885,Glenroy,1/1 Danae St,3,t,460000,S,Eview,12-11-2016,13,3046,3,1,1,325,106,1970,Moreland,-37.7001,144.9291,Northern Metropolitan,8870
888,Glenroy,24 Sadie St,3,h,793000,S,Eview,12-11-2016,13,3046,3,1,2,780,120,1960,Moreland,-37.7,144.9427,Northern Metropolitan,8870
889,Glenroy,7/89 Station Rd,2,u,340000,S,Nelson,12-11-2016,13,3046,2,1,1,0,74,1970,Moreland,-37.7071,144.9176,Northern Metropolitan,8870
894,Glenroy,149 Augustine Tce,3,h,447500,S,Melbourne,15-10-2016,13,3046,3,1,1,320,130,2000,Moreland,-37.6949,144.9122,Northern Metropolitan,8870
895,Glenroy,45 Fran St,3,h,588000,S,YPA,15-10-2016,13,3046,3,1,1,616,125,1960,Moreland,-37.7029,144.9053,Northern Metropolitan,8870
897,Glenroy,1/25 Morell St,3,h,420000,PI,Raine,15-10-2016,13,3046,3,1,2,0,96,1960,Moreland,-37.7025,144.9504,Northern Metropolitan,8870
898,Glenroy,2/22 Sadie St,2,u,410000,SP,Brad,15-10-2016,13,3046,2,1,2,200,81,2000,Moreland,-37.7002,144.9428,Northern Metropolitan,8870
903,Glenroy,40 View St,3,h,525000,S,Brad,16-04-2016,13,3046,3,1,1,665,85,1950,Moreland,-37.6966,144.9331,Northern Metropolitan,8870
905,Glenroy,10 Anselm Gr,3,h,703000,S,Eview,17-09-2016,13,3046,3,1,4,704,102,1960,Moreland,-37.7021,144.9136,Northern Metropolitan,8870
906,Glenroy,1/112 Cardinal Rd,4,t,608000,S,Raine,17-09-2016,13,3046,3,2,1,252,150,2014,Moreland,-37.7006,144.9299,Northern Metropolitan,8870
914,Glenroy,2/36 Prospect St,4,t,607000,S,YPA,18-03-2017,13,3046,4,3,2,0,131,2014,Moreland,-37.7102,144.9112,Northern Metropolitan,8870
915,Glenroy,139 John St,3,h,765500,S,Barry,18-06-2016,13,3046,3,2,2,780,180,1970,Moreland,-37.6955,144.9389,Northern Metropolitan,8870
920,Glenroy,2/709 Pascoe Vale Rd,3,u,470000,SP,Barry,18-06-2016,13,3046,3,1,2,187,99,2014,Moreland,-37.7098,144.9163,Northern Metropolitan,8870
924,Glenroy,48 Everard St,3,h,580000,S,Barry,19-11-2016,13,3046,3,1,2,650,142,1960,Moreland,-37.7002,144.9408,Northern Metropolitan,8870
927,Glenroy,1/38 Stanley St,2,u,620250,S,Stockdale,19-11-2016,13,3046,2,1,2,253,91,2012,Moreland,-37.7117,144.9135,Northern Metropolitan,8870
929,Glenroy,128 Widford St,3,h,710000,S,Stockdale,19-11-2016,13,3046,3,1,1,796,104,1960,Moreland,-37.6955,144.9253,Northern Metropolitan,8870
930,Glenroy,54 Cromwell St,4,h,630000,S,Stockdale,22-05-2016,13,3046,3,1,2,630,130,1960,Moreland,-37.7002,144.9232,Northern Metropolitan,8870
933,Glenroy,106 Outlook Dr,3,h,600000,S,Stockdale,22-05-2016,13,3046,3,1,4,541,139,1968,Moreland,-37.7051,144.9069,Northern Metropolitan,8870
935,Glenroy,1/7 Harold St,3,t,550000,SP,Stockdale,22-08-2016,13,3046,3,2,2,212,129,2010,Moreland,-37.7073,144.9277,Northern Metropolitan,8870
938,Glenroy,46 Moonee Bvd,4,h,600000,SP,Stockdale,23-04-2016,13,3046,4,1,2,586,159,1968,Moreland,-37.6975,144.9065,Northern Metropolitan,8870
940,Glenroy,47 Cardinal Rd,4,h,1217500,S,Barry,24-09-2016,13,3046,4,3,2,693,192,2014,Moreland,-37.7111,144.9275,Northern Metropolitan,8870
941,Glenroy,135 Hilton St,3,h,600000,SP,Barry,24-09-2016,13,3046,3,1,2,599,150,1960,Moreland,-37.7009,144.9291,Northern Metropolitan,8870
944,Glenroy,29 Moonee Bvd,3,h,570000,PI,Barry,24-09-2016,13,3046,3,2,2,585,146,1975,Moreland,-37.6977,144.9071,Northern Metropolitan,8870
948,Glenroy,65 Farview St,3,h,762700,SP,Stockdale,25-02-2017,13,3046,3,1,4,597,100,1960,Moreland,-37.7097,144.9351,Northern Metropolitan,8870
949,Glenroy,3/27 Gladstone Pde,2,u,465000,S,YPA,25-02-2017,13,3046,2,1,1,176,89,2012,Moreland,-37.7081,144.912,Northern Metropolitan,8870
950,Glenroy,52 Glenroy Rd,2,h,741250,S,Barry,25-02-2017,13,3046,2,1,1,668,88,1955,Moreland,-37.7067,144.9331,Northern Metropolitan,8870
957,Glenroy,107 Glenroy Rd,4,h,1000000,PI,Barry,27-11-2016,13,3046,4,2,8,977,304,1935,Moreland,-37.7063,144.9273,Northern Metropolitan,8870
959,Glenroy,165 Hilton St,4,h,630000,S,Stockdale,27-11-2016,13,3046,4,2,2,602,180,1950,Moreland,-37.7005,144.9258,Northern Metropolitan,8870
962,Glenroy,72 Pecham St,3,h,670000,S,Barry,27-11-2016,13,3046,3,1,3,705,135,1950,Moreland,-37.6967,144.9116,Northern Metropolitan,8870
963,Glenroy,3/48 William St,2,h,417000,S,Stockdale,27-11-2016,13,3046,2,1,1,172,77,2013,Moreland,-37.7074,144.9086,Northern Metropolitan,8870
964,Glenroy,1/26 York St,3,t,600000,VB,Nelson,27-11-2016,13,3046,3,1,2,258,143,2001,Moreland,-37.7047,144.9087,Northern Metropolitan,8870
966,Glenroy,3/132 Widford St,3,t,440000,SP,Nelson,28-05-2016,13,3046,3,2,1,215,121,2010,Moreland,-37.6952,144.9256,Northern Metropolitan,8870
968,Glenroy,23 Cromwell St,3,h,660000,S,Barry,28-08-2016,13,3046,3,1,2,657,116,1950,Moreland,-37.7019,144.9225,Northern Metropolitan,8870
974,Glenroy,2/4 Ash Ct,2,h,270000,PI,Ray,30-07-2016,13,3046,2,1,1,155,155,2000,Moreland,-37.6972,144.9239,Northern Metropolitan,8870
975,Glenroy,44 Morley St,4,h,825000,S,Stockdale,30-07-2016,13,3046,4,2,4,768,194,1970,Moreland,-37.6979,144.9377,Northern Metropolitan,8870
977,Glenroy,33 View St,4,h,638000,S,Barry,30-07-2016,13,3046,4,2,1,624,258,2005,Moreland,-37.6969,144.9334,Northern Metropolitan,8870
978,Hadfield,20 Bedford St,3,h,605000,PI,hockingstuart,03-09-2016,12.1,3046,3,1,2,597,116,1960,Moreland,-37.711,144.9478,Northern Metropolitan,2606
980,Hadfield,29 Sutherland St,3,h,685500,SP,Brad,03-09-2016,12.1,3046,3,1,2,724,103,1970,Moreland,-37.7076,144.9481,Northern Metropolitan,2606
981,Hadfield,2 Knole St,2,h,610000,S,Eview,03-12-2016,12.1,3046,2,1,1,394,98,1950,Moreland,-37.7153,144.9507,Northern Metropolitan,2606
982,Hadfield,8 Sherwood St,3,h,630000,S,YPA,03-12-2016,12.1,3046,3,1,1,604,112,1970,Moreland,-37.7124,144.9514,Northern Metropolitan,2606
983,Hadfield,4 Surrey St,4,h,870000,S,Barry,03-12-2016,12.1,3046,4,3,5,591,268,2010,Moreland,-37.7127,144.9489,Northern Metropolitan,2606
984,Hadfield,26 South St,3,h,810000,S,Holland,04-03-2017,12.1,3046,3,2,2,592,129,1950,Moreland,-37.7149,144.9473,Northern Metropolitan,2606
992,Hadfield,2/3 Surrey St,2,u,487000,SP,Peter,10-09-2016,12.1,3046,2,1,2,198,96,2010,Moreland,-37.7132,144.9488,Northern Metropolitan,2606
993,Hadfield,115 West St,4,h,700000,S,Barry,10-09-2016,12.1,3046,2,2,2,700,168,1950,Moreland,-37.7056,144.9384,Northern Metropolitan,2606
994,Hadfield,148 West St,4,h,600500,S,YPA,10-09-2016,12.1,3046,4,2,1,462,161,1970,Moreland,-37.7062,144.9387,Northern Metropolitan,2606
995,Hadfield,27 Middle St,3,h,730000,S,Barry,10-12-2016,12.1,3046,3,1,2,570,134,1970,Moreland,-37.7106,144.9491,Northern Metropolitan,2606
996,Hadfield,75 West St,3,h,800000,S,Stockdale,10-12-2016,12.1,3046,3,2,2,565,116,1960,Moreland,-37.7094,144.9377,Northern Metropolitan,2606
998,Hadfield,24 South St,3,t,750000,S,Stockdale,12-06-2016,12.1,3046,3,2,2,301,251,2011,Moreland,-37.715,144.9475,Northern Metropolitan,2606
999,Hadfield,40 Angus St,3,h,740000,S,Barry,12-11-2016,12.1,3046,3,1,1,568,115,1960,Moreland,-37.7077,144.9438,Northern Metropolitan,2606
1001,Hadfield,9 South St,3,h,646000,S,YPA,12-11-2016,12.1,3046,3,1,2,574,106,1970,Moreland,-37.7157,144.9507,Northern Metropolitan,2606
1002,Hadfield,1/32 Sutherland St,3,h,545000,S,Raine,12-11-2016,12.1,3046,3,2,3,230,113,2000,Moreland,-37.7073,144.9486,Northern Metropolitan,2606
1004,Hadfield,1 Barunah St,4,h,777000,S,Eview,13-08-2016,12.1,3046,3,1,2,700,176,1960,Moreland,-37.704,144.9399,Northern Metropolitan,2606
1006,Hadfield,101 Middle St,2,h,722000,S,Stockdale,13-08-2016,12.1,3046,3,3,1,580,103,1950,Moreland,-37.7098,144.9424,Northern Metropolitan,2606
1007,Hadfield,23 Surrey St,2,h,545000,SP,Stockdale,14-05-2016,12.1,3046,2,1,3,591,102,1960,Moreland,-37.7128,144.9471,Northern Metropolitan,2606
1010,Hadfield,1/22 Volga St,3,t,510000,PI,Raine,16-04-2016,12.1,3046,3,2,2,234,115,2012,Moreland,-37.707,144.9411,Northern Metropolitan,2606
